Sujeito,Função,Norma (competência),Descrição,Previsão regimental,L.O.M.,CESP,CRFB1988
Mesa,Mesa,Tem competência para,"Requisitar à Secretaria de Segurança pública investigadores da Polícia, elementos da Guarda Civil Metropolitana, Polícia Militar ou outros elementos necessários ao policiamento interno e externo da câmara","374, §u",,,
Mesa,Mesa,Tem competência para,"Propor projeto de Resolução que vise alterar, reformar ou substituir o Regimento Interno da Câmara","392; 393, II",,,
Mesa,Mesa,deve,"promover a publicação do anúncio da audiência solicitada pela Comissão competente, em pelo menos 2 (dois) jornais de grande circulação, observando-se, quando couber, o disposto no artigo 117 da Lei Orgânica do Município, nos casos de audiências públicas previstos no artigo 41 da mencionada Lei","86, II",,,
Mesa,Mesa,Tem competência para,"declarar a perda de mandato do Vereador que infringir art. 18 III, IV e V da LOM, de ofício ou mediante requerimento de partido ou membro da câmara",,"18, §3",,
Imprensa Oficial,Imprensa Oficial,deve,Publicar ato de eleição da Mesa em até 60 dias contados de sua constituição ,12,,,
Imprensa Oficial,Imprensa Oficial,deve,"Publicar, para a 1ª sessão ordinária da sessão legislativa, a representação numérica dos partidos nas Comissões, após requerimento feito pelo Presidente ",42,,,
Imprensa Oficial,Imprensa Oficial,deve,"Publicar, após a comunicação em Plenário do resultado das eleições dos presidentes e vices das Comissões Permanentes, a composição nominal de cada Comissão, com a designação dos locais, dias e horários das reuniões ",43,,,
Imprensa Oficial,Imprensa Oficial,deve,"Publicar a Ata das sessões da Câmara, a qual constitui a íntegra do respectivo apanhamento taquigráfico ",146,,,
Imprensa Oficial,Imprensa Oficial,deve,"republicar toda matéria que for publicada com erros, omissões, incorreções ou empastelamentos evidentes e graves que lhe modifiquem o sentido, por determinação do Presidente ",148,,,
Imprensa Oficial,Imprensa Oficial,deve,"Publicar os papeis de cada expediente, ainda que não haja sessão ",154,,,
Imprensa Oficial,Imprensa Oficial,deve,"Publicar, com pelo menos 48 (quarenta e oito) horas de antecedência, a instalação da Tribuna Popular, com a lista de inscritos convocados e respectivos temas a serem tratados ",210,,,
Imprensa Oficial,Imprensa Oficial,deve,"pulbicar, na íntegra, os projetos em apreciação pela Câmara ",216,,,
Imprensa Oficial,Imprensa Oficial,deve,fazer a publicação mensal da relação dos projetos e matérias em condições de pauta e que poderão ser incluídos na Ordem do Dia ,"171, §4",,,
Executivo,Prefeito,tem competência para,indicar um Vereador para exercer a Liderança e mais 3 (três) Vereadores para exercerem a Vice-Liderança do Governo - os quais gozarão de todas as prerrogativas concedidas às Lideranças - mediante ofício à Mesa da Câmara ,121,,,
Executivo,Prefeito,tem competência para,"solicitar a tramitação em regime de urgência dos projetos de sua iniciativa, caso em que, se a Câmara Municipal não deliberar em até 30 (trinta) dias, o projeto será incluído na Ordem do Dia, sobrestando-se a deliberação quanto aos demais assuntos, até que se ultime a votação - prazo este que nao corre nos períodos de recesso nem se aplicam a Códigos ",245,,,
Executivo,Prefeito,tem competência para,"Enviar ensagem propondo modificações aos projetos de leis orçamentárias, enquanto não iniciada a votação na Comissão de Finanças e Orçamento, da parte cuja alteração é proposta",332,,,
Executivo,Prefeito,tem competência para,"Requerer autorização do legislativo para a utilização, mediante créditos especiais ou suplementares, dos recursos que restarem sem despesa correspondente na lei orçamentaria anual, por ocorrência de veto, emenda ou rejeição do projeto da LOA (LOM138§8)",345,,,
Executivo,Prefeito,deve,"Indicar dois nomes para exercer função de Conselheiro do Tribunal de Contas do Município, mediante mensagem devidamente instruída com o currículo e os documentos exigidos em lei ",353,,,
Executivo,Prefeito,tem competência para,"comparecer à Câmara, em dia e hora previamente estabelecidos, para prestar esclarecimentos sobre qualquer matéria, quando julgar oportuno fazê-lo ",379,,,
Executivo,Prefeito,tem a prerrogativa de,"sentar-se à Mesa, à direita do Presidente, sempre que comparecer à Câmara ",380,,,
Executivo,Prefeito,deve,"ser processado e julgado pelo Tribunal de Justiça do Estado, nos crimes de responsabilidade ",389,,,
Executivo,Prefeito,tem a prerrogativa de,"Não perder o mandato, por extinção declarada pela Mesa da Câmara Municipal, nos casos previstos no artigo 74 da Lei Orgânica do Município ",391,74,,
Executivo,Prefeito,tem competência para,"Convocar Sessões Extraordinárias, com finalidade especifica predeterminada, para apreciação de matéria urgente, com antecedência mínima de 24 (vinte e quatro) horas, salvo motivo de extrema urgência ",183; 184; 188,,,
Executivo,Prefeito,tem competência para,Propor projeto de emenda à Lei Orgânica - segue tramitação normal ,"232, I; 233, §3","36, II",,
Executivo,Prefeito,tem competência para,Propor projetos de Lei ,"232, II; 234, §1, II",,,
Executivo,Prefeito,tem competência para,"Vetar, total ou parcialmente, projetos de Lei aprovado pela Câmara, pronunciando-se no prazo de 15 dias do recebimento deste","234, 257, 361",,,
Executivo,Prefeito,tem competência para,"Sancionar e promulgar projeto de Lei aprovado pela Câmara, pronunciando-se no prazo de 10 dias do recebimento deste ",234; 257; 360,,,
Executivo,Prefeito,tem competência para,"Convocar a Câmara, por escrito, para sessão extraordinária no período de recesso, fazendo constar a indicação da matéria a ser apreciada e a relação das proposições já em tramitação ou a serem apresentadas","324, I; 325",,,
Executivo,Prefeito,deve,Encaminhar à Câmara os projetos de lei que estabelecem as diretrizes orçamentárias (art. 137 LOM) até o dia 1º de abril,"329, I",,,
Executivo,Prefeito,deve,Encaminhar à Câmara os projetos de lei que estabelecem o plano plurianual e o orçamento anual (art. 137 LOM) até o dia 30 de setembro ,"329, II",,,
Executivo,Prefeito,deve,"Comunicar ao Presidente da Câmara os motivos da negação do veto a projeto aprovado, no prazo de 48 horas ","361, §u",,,
Executivo,Prefeito,deve,"Promulgar o veto rejeitado em Plenário, no prazo de 48 horas ","368, §1",,,
Executivo,Prefeito,tem competência para,"Fazer uma exposição inicial sobre os motivos que o levaram a comparecer à Câmara, respondendo, a seguir, às interpelações a ele pertinentes, que eventualmente lhe sejam dirigidas pelos Vereadores, na sessão extraordária convocada para fins de prestação de esclarecimentos, pelo Prefeito, sobre qualquer matéria ","379, §u",,,
Executivo,Prefeito,tem a prerrogativa de,"Não ser responsabilizado por atos estranhos ao exercício de suas funções, na vigência de seu mandato ","390, §8",,,
Executivo,Prefeito,tem competência para,Requerer urgência na tramitação de processos ,"63, §5",,,
Executivo,Prefeito,tem competência para,"Propor privativamente projetos de lei que disponham sobre: I - criação, extinção ou transformação de cargos, funções ou empregos públicos na administração direta, autárquica e fundacional; II - fixação ou aumento de remuneração dos servidores; III - servidores públicos, municipais, seu regime jurídico, provimento de cargos, estabilidade e aposentadoria; IV - organização administrativa e matéria orçamentária; V - desafetação, aquisição, alienação e concessão de bens imóveis municipais; bem como as que disponham sobre I - o plano plurianual; II - as diretrizes orçamentárias; III - os orçamentos anuais (RI 235; LOM 37§2, 137)",,,,
Executivo,Prefeitura,deve,"Responder à pedido de informação necessária à emissão de parecer por comissão da câmara no prazo de 30 dias, a contar da emissão do ofício requisitante pelo Presidete da casa ",68,,,
Executivo,Secretário Municipal,deve,"comparecer à Câmara quando convocado para prestar informações que lhes forem solicitadas sobre o assunto de sua competência administrativa, no prazo de 15 dias do recebimento do ofício convocatório ",382,,,
Executivo,Secretário Municipal,deve,"responder às interpelações que lhe forem dirigidas, tendo 10 minutos de fala para tanto, sendo permitidos apartes., nas sessões extraordinárias convocadas para sua oitiva ","383, §2",,,
Executivo,Vice-Prefeito,deve,"ser processado e julgado pelo Tribunal de Justiça do Estado, nos crimes de responsabilidade ",389,,,
Comissões,Permanentes,tem competência para,"constituir, dentre seus próprios componentes, sem poder decisório, Subcomissões Permanentes, mediante proposta da maioria de seus membros, reservando-lhes parte das matérias do respectivo campo temático ou área de atruação ","55, I",,,
Comissões,Permanentes,tem competência para,"constituir, dentre seus próprios componentes, sem poder decisório, Subcomissões Temporárias, mediante proposta de qualquer de seus membros, para o desempenho de atividades específicas ou o trato de assuntos definidos no respectivo ato de criação ","55, II",,,
Comissão,Administração Pública,é composta por,7 (sete) membros,"39, IV",,,
Comissão,Administração Pública,deve,"opinar sobre todas as proposições e matérias relativas a normas gerais de licitações, em todas as suas modalidades, e contratação de produtos, obras e serviços da administração direta e indireta ","47, IV, a, 2",,,
Comissão,Administração Pública,deve,"opinar sobre todas as proposições e matérias relativas a pessoal fixo e variável da Prefeitura, do Tribunal de Contas e da Câmara Municipal, bem como a política de recursos humanos ","47, IV, a, 3",,,
Comissão,Administração Pública,deve,"opinar sobre todas as proposições e matérias relativas a serviços públicos realizados ou prestados pelo Município, diretamente ou por intermédio de autarquias ou órgãos paraestatais, excluídos os de assistência médico-hospitalar e de pronto-socorro ","47, IV, a, 4",,,
Comissão,Administração Pública,deve,"opinar sobre todas as proposições e matérias relativas a criação, estruturação e atribuição da administração direta e indireta e das empresas onde o Município tenha participação ","47, VI, a, 1",,,
Comissão,Comissão,deve,"reunir-se assim que constituída, sob a presidência do mais idoso de seus membros presentes, para proceder à eleição dos respectivos Presidentes e Vice-Presidentes, respeitando, tanto quanto possível, a proporcionalidade partidária",43,,,
Comissão,Comissão de Representação,tem competência para,"representar a Câmara em atos externos, e serão constituídas por deliberação da Mesa, do Presidente ou a requerimento subscrito, no mínimo, pela maioria absoluta dos membros da Câmara, independentemente de deliberação do Plenário ",98,4,,
Comissão,Comissão de Representação,deve,"ser sempre presidida pelo primeiro de seus signatários, quando constituída a requerimento da maioria absoluta e quando dela não fizer parte o Presidente da Câmara, sendo a designação de seus membros competência do Presidente da Câmara","98, §u",,,
Comissão,"Constituição, Justiça e Legislação Participativa",tem competência para,"Rejeitar proposição, mediante emissão de parecer que conclua pela inconstitucionalidade ou ilegalidade desta, caso em que cabe recurso ao Plenário pelo autor da proposição, manifestado no prazo de 30 (trinta) dias, após a notificação feita pela Assessoria Técnica da Mesa. Se o parecer da CCJ for aprovado a proposição será arquivada, e se rejeitado encaminha-se a proposição às demais Comissões",79,,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"Emitir parecer sobre proposta de decreto legislativo com indicação de Conselheiro do Tribunal de Contas do Município, no prazo máximo de 5 dias úteis, devendo opinar sobre o aspecto formal da matéria e sobre as exigências legais e constitucionais ",355,,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"Emitir parecer sobre recurso de vereador contra decisão ou omissão do Presidente, no prazo de 2 dias úteis ","312, §2",,,
Comissão,"Constituição, Justiça e Legislação Participativa",tem competência para,"Emitir parecer que conclua por projeto de resolução propondo a destituição dos acusados em processo de destituição de membro da mesa, no prazo de 3 dias ","34, §2",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"promulgar e enviar à publicação Resolução que tratar da destituição da maioria dos membros da mesa, ou quando a Mesa não o fizer no prazo regimental de 48 horas ","35, §u, I, II",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"Emitir parecer sobre veto cujas razões versarem sobre aspectos de inconstitucionalidade ou legalidade da lei decretada, no prazo improrrogável de 10 dias","363, I, §u",,,
Comissão,"Constituição, Justiça e Legislação Participativa",é composta por,9 (nove) membros,"39, I",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"opinar sobre o aspecto constitucional, legal e regimental das proposições, que não poderão tramitar na Câmara sem o seu parecer ","47, I, a",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,fiscalizar e acompanhar o cumprimento das leis aprovadas no Município ,"47, I, c",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"promover estudos e debates sobre temas jurídicos, éticos, sociais, de interesse da comunidade ","47, I, d",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,desincumbir-se de outras atribuições que lhe confere este Regimento. ,"47, I, e",,,
Comissão,"Constituição, Justiça e Legislação Participativa",deve,"encaminhar as sugestões de proposições encaminhadas por entidades civis, como sindicatos, órgãos de classe, associações e organizações não-governamentais (ONGs) ","47, I. b",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,"receber, avaliar e proceder investigações de denúncias relativas às ameaças ou violação aos direitos da criança e do adolescente ","47, IX, a",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,fiscalizar e acompanhar programas governamentais relativos à proteção dos direitos da criança e do adolescente ,"47, IX, b",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",tem competência para,"colaborar com entidades não-governamentais, nacionais e internacionais, que atuem na defesa dos direitos da criança e do adolescente ","47, IX, c",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,pesquisar e estudar a situação dos direitos da criança e do adolescente no Município de São Paulo ,"47, IX, d",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,"receber, avaliar e proceder investigações de denúncias relativas às ameaças dos interesses da juventude ","47, IX, e",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,fiscalizar e acompanhar programas governamentais ou não-governamentais relativos aos interesses da juventude ,"47, IX, f",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,"colaborar com entidades não-governamentais, nacionais e internacionais, que atuem na defesa dos interesses da juventude ","47, IX, g",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,pesquisar e estudar a situação da juventude no Município de São Paulo ,"47, IX, h",,,
Comissão,"Defesa dos Direitos da Criança, do Adolescente e da Juventude",deve,"trabalhar em conjunto com a Comissão Extraordinária Permanente de Defesa dos Direitos Humanos, Cidadania e Relações Internacionais e com a Comissão Extraordinária Permanente de Segurança Pública, na defesa da juventude, quando houver ameaças ou violação dos direitos humanos ",,,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",deve,"receber, avaliar e proceder à investigação de denúncias relativas às ameaças ou violações de direitos humanos ","47, VIII, a",,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",deve,fiscalizar e acompanhar programas governamentais relativos à proteção dos direitos humanos ,"47, VIII, b",,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",deve,"colaborar com entidades não governamentais, nacionais e internacionais, que atuem na defesa dos direitos humanos ","47, VIII, c",,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",deve,pesquisar e estudar a situação da cidadania e dos direitos humanos no Município de São Paulo ,"47, VIII, d",,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",tem competência para,"estabelecer e manter relações e parcerias com organismos multilaterais, organizações não governamentais internacionais, fundações, representantes diplomáticos, empresas internacionais, cidades-irmãs do Município de São Paulo e outras entidades afins ","47, VIII, e",4,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",deve,"acompanhar, sugerir e fiscalizar, junto ao Executivo, o desenvolvimento, a elaboração e a execução de convênios e projetos de cooperação internacional ","47, VIII, f",7,,
Comissão,"Direitos Humanos, Cidadania e Relações Internacionais",deve,"assessorar a Câmara Municipal em contatos internacionais com Governos, entidades públicas ou privadas, bem como nos contatos com as delegações estrangeiras ","47, VIII, g",,,
Comissão,"Educação, Cultura e Esportes",é composta por,7 (sete) membros,"39, VI",,,
Comissão,"Educação, Cultura e Esportes",deve,opinar sobre todas as proposições e matérias relativas a sistema municipal de ensino ,"47, VI, a, 1",,,
Comissão,"Educação, Cultura e Esportes",deve,opinar sobre todas as proposições e matérias relativas a concessão de bolsas de estudos com finalidade de assistência à pesquisa tecnológica e científica para o aperfeiçoamento do ensino ,"47, VI, a, 2",,,
Comissão,"Educação, Cultura e Esportes",deve,opinar sobre todas as proposições e matérias relativas a programas de merenda escolar ,"47, VI, a, 3",,,
Comissão,"Educação, Cultura e Esportes",deve,"opinar sobre todas as proposições e matérias relativas a preservação da memória da cidade no plano estético, paisagístico, de seu patrimônio histórico, cultural, artístico e arquitetônico ","47, VI, a, 4",,,
Comissão,"Educação, Cultura e Esportes",deve,"opinar sobre todas as proposições e matérias relativas a denominação de próprios, vias e logradouros públicos ","47, VI, a, 5",,,
Comissão,"Educação, Cultura e Esportes",deve,"opinar sobre todas as proposições e matérias relativas a concessão de títulos honoríficos, outorga de honrarias, prêmios ou homenagens a pessoas que, reconhecidamente, tenham prestado serviços ao Município ","47, VI, a, 6",,,
Comissão,"Educação, Cultura e Esportes",deve,"opinar sobre todas as proposições e matérias relativas a serviços, equipamentos e programas culturais, educacionais, esportivos, recreativos e de lazer voltados à comunidade ","47, VI, a, 7",,,
Comissão,Especial,deve,ser formada somente nos casos expressamente previstos no Regimento Interno ,100,,,
Comissão,Estudos,deve,"ser constituída mediante aprovação da maioria absoluta, para apreciação de problemas municipais cuja matéria exija que, pelo menos, duas Comissões Permanentes pronunciem-se sobre o mérito ",99,,,
Comissão,Estudos,tem competência para,"elaborar relatório sobre a matéria, votando-o e enviando-o à publicação, no prazo máximo de 15 (quinze) dias após a conclusão de seus trabalhos, respeitados o prazo de 60 dias de funcionamento da Comissão - prorrogável uma única vez por igual período ","99, §2, §3, §4",,,
Comissão,Extraordinárias Permanentes,é composta por,"sete membros cada, não sendo consideradas para efeitos de representação numérica estabelecida pelo art. 40
do Regimento.","38, §2",,,
Comissão,Extraordinárias Permanentes,deve,"desempenhar suas atividades obedecendo-se as disposições regimentais relativas às Comissões Permanentes, em especial os arts. 43, 50 e 57 (38§4)",,,,
Comissão,Finanças e Orçamento,deve,"apreciar e emitir parecer sobre projetos de lei orçamentária observando-se as normas que disciplinam o trabalho das comissões permanentes, previstas no Título III, Capítulo II, Seção VII do Regimento Interno ",335,,,
Comissão,Finanças e Orçamento,deve,"Elaborar a redação final de projeto de lei orçamentária aprovado, com emendas, em segunda discussão, no prazo máximo de 5 dias ",341,,,
Comissão,Finanças e Orçamento,deve,Elaborar parecer de projeto de lei orçamentária opinando-se o aspecto formal e o mérito do projeto ,"335, §u",,,
Comissão,Finanças e Orçamento,deve,"Emitir parecer sobre emendas a projetos de lei orçamentária, reunindo as de mesma natureza ou objetivo, pela ordem numérica de sua apresentação, em três grupos, conforme a Comissão recomende a sua aprovação, rejeição ou cuja apreciação transfira ao Plenário ","338, §u, I",,,
Comissão,Finanças e Orçamento,tem competência para,"Propor emendas de caráter técnico, retificativo ou que visem a restabelecer o equilíbrio financeiro, aos projetos de leis orçamentárias ","338, §u, II",,,
Comissão,Finanças e Orçamento,deve,"Propor, aos projetos de lei de diretrizes orçamentárias, emendas compatíveis com o plano plurianual ","338, §u, III",,,
Comissão,Finanças e Orçamento,deve,"Propor emendas ao projeto de lei do orçamento anual, ou aos projetos que o modifiquem, que sejam compatíveis com o plano plurianual e com a lei de diretrizes orçamentárias ","338, §u, IV",,,
Comissão,Finanças e Orçamento,deve,"Propor emendas ao projeto de lei do orçamento anual, ou aos projetos que o modifiquem, que sejam indiquem os recursos necessários, admitidos apenas os provenientes de anulação de despesas, excluídas as que incidam sobre dotações para pessoal e seus encargos ou serviços da dívida","338, §u, IV",,,
Comissão,Finanças e Orçamento,deve,"Propor emendas ao projeto de lei do orçamento anual, ou aos projetos que o modifiquem, que sejam sejam relacionadas com a correção de erros ou omissões ou com os dispositivos do texto do projeto de lei","338, §u, IV",,,
Comissão,Finanças e Orçamento,deve,"Adaptar os termos da emenda à projeto de lei orçamentária que reestabelece o equilíbrio financeiro ao que foi deliberado em Plenário sobre as demais emendas, devendo, nesta hipótese, mencionar expressamente, no preâmbulo do parecer, a adaptação feita ","341, §1",,,
Comissão,Finanças e Orçamento,deve,"Compatibilizar a redação final dos projetos relativos ao plano plurianual e ao orçamento anual que tiveram apreciação conjunta no Plenário, em função do que foi deliberado","341, §2",,,
Comissão,Finanças e Orçamento,deve,"Emitir parecer sobre veto cujas razões versarem sobre aspecto financeiro da lei decretada, no prazo improrrogável de 10 dias ","363, II, §u",,,
Comissão,Finanças e Orçamento,é composta por,9 (nove) membros,"39, II",,,
Comissão,Finanças e Orçamento,deve,"examinar e emitir parecer sobre projetos de lei relativos ao plano plurianual, às diretrizes orçamentárias, ao orçamento anual e aos créditos adicionais, além das contas apresentadas anualmente pelo Prefeito, pela Mesa da Câmara e pelo Tribunal de Contas do Município ","47, II, a",,,
Comissão,Finanças e Orçamento,deve,"examinar e emitir parecer sobre os planos e programas municipais e setoriais previstos na Lei Orgânica do Município, e exercer o acompanhamento e a fiscalização orçamentária ","47, II, b",,,
Comissão,Finanças e Orçamento,deve,receber as emendas à proposta orçamentária do Município e sobre elas emitir parecer ,"47, II, c",,,
Comissão,Finanças e Orçamento,deve,elaborar a redação final de projeto de lei orçamentária ,"47, II, d",,,
Comissão,Finanças e Orçamento,deve,"opinar sobre proposições referentes a matéria tributária, abertura de créditos, empréstimos públicos, dívida pública e outras que, direta ou indiretamente, alterem a despesa ou a receita do Município e acarretem responsabilidades para o erário municipal ","47, II, e",,,
Comissão,Finanças e Orçamento,deve,a obtenção de empréstimos de particulares ,"47, II, f",,,
Comissão,Finanças e Orçamento,deve,"Emitir parecer sobre emendas a projeto de lei orçamentária, no prazo de 15 dias prorrogável por mais 8 (oito) dias pelo Presidente da Comissão, mediante requerimento devidamente fundamentado, que começa a correr a partir do primeiro dia útil subseqüente ao que o processo deu entrada na Comissão, prazo este que diminui para 8 (oito) dias úteis quando requerida urgência pelo Prefeito, sem prorrogação ","63, §1, §5",,,
Comissão,Idoso e de Assistência Social ,deve,"promover a defesa dos idosos, aposentados e pensionistas ","47, X, a",,,
Comissão,Idoso e de Assistência Social ,deve,promover o acompanhamento e o desenvolvimento das políticas públicas voltadas ao idoso e a todas as questões envolvendo a Assistência Social no Município ,"47, X, b",,,
Comissão,Idoso e de Assistência Social ,deve,"fiscalizar e acompanhar programas governamentais relativos à proteção dos direitos de idosos, aposentados e pensionistas ","47, X, c",,,
Comissão,Idoso e de Assistência Social ,deve,"estudar e propor políticas públicas aptas à solução das dificuldades atinentes ao idoso e à Assistência Social, e proporcionar a melhoria da qualidade de vida dos munícipes e a integração social dos idosos ","47, X, d",,,
Comissão,Idoso e de Assistência Social ,deve,"levantar dados e estatísticas que forem referentes a idosos, aposentados e pensionistas, bem como mapear as dificuldades encontradas no âmbito da Assistência Social no Município ","47, X, e",,,
Comissão,Idoso e de Assistência Social ,deve,"realizar debates e seminários destinados a diagnosticar os problemas enfrentados pelos idosos, aposentados e pensionistas, bem como no tocante aos problemas relativos à Assistência Social do Município, a fim de apontar suas possíveis soluções ","47, X, f",,,
Comissão,Meio Ambiente,deve,promover o desenvolvimento sustentável e a defesa do meio ambiente em toda sua abrangência ,"47, XI, a",,,
Comissão,Meio Ambiente,deve,fiscalizar e acompanhar programas governamentais relativos à proteção do meio ambiente ,"47, XI, b",,,
Comissão,Meio Ambiente,deve,estudar e propor políticas públicas aptas a proporcionar a melhoria de qualidade de vida aos munícipes e o desenvolvimento sustentável ,"47, XI, c",,,
Comissão,Meio Ambiente,deve,levantar dados e estatísticas que forem referentes a questões referentes ao meio ambiente ,"47, XI, d",,,
Comissão,Meio Ambiente,deve,"realizar debates e seminários destinados a diagnosticar os problemas que envolvem o meio ambiente, bem como a apontar suas possíveis soluções ","47, XI, e",,,
Comissão,Meio Ambiente,deve,"discutir medidas de preservação, recuperação ambiental e desenvolvimento sustentável ","47, XI, f",,,
Comissão,Meio Ambiente,deve,apresentar propostas para instituição e aperfeiçoamento de políticas públicas voltadas ao meio ambiente ,"47, XI, g",,,
Comissão,Parlamentar de Inquérito,deve,"elaborar relatório sobre a matéria, votando-o e enviando-o à publicação, no prazo máximo de 15 (quinze) dias após a conclusão de seus trabalhos, respeitado o disposto no artigo 93, III e no artigo 97, parágrafo único do Regimento Interno ",95,,,
Comissão,Parlamentar de Inquérito,tem competência para,"apresentar em separado proposição com o resultado consubstanciado de seu trabalho, constituindo o relatório a respectiva justificativa, sempre que julgar necessário ",96,,,
Comissão,Parlamentar de Inquérito,tem competência para,"apurar fato determinado ou denúncia, em matéria de interesse do Município, sempre que essa apuração exigir, além dos poderes das Comissões Permanentes e que a elas são igualmente atribuídos, poderes de investigação próprios das autoridades judiciais, devendo-se o fazer em prazo certo, adequado à consecução dos seus fins, sendo as conclusões da apuração, se for o caso, encaminhadas ao Ministério Público para que promova a responsabilidade civil ou criminal dos infratores",90; 91,,,
Comissão,Parlamentar de Inquérito,deve,"funcionar na sede da Câmara, sendo permitida a realização de diligências externas","91, §4",,,
Comissão,Parlamentar de Inquérito,tem competência para,"tomar depoimento de autoridade municipal, intimar testemunhas e inquiri-las sob compromisso, no interesse da investigação ","92, I",,,
Comissão,Parlamentar de Inquérito,tem competência para,"proceder a verificações contábeis em livros, papéis e documentos de órgãos da administração direta, indireta, fundacional e, por deliberação do Plenário, do Tribunal de Contas do Município, sempre no interesse da investigação ","92, III",,,
Comissão,Parlamentar de Inquérito,tem competência para,"requerer a intimação judicial ao juízo competente, no interesse da investigação, quando do não comparecimento do intimado pela Comissão, por duas convocações consecutivas ","92, III",,,
Comissão,Parlamentar de Inquérito,deve,"instalar e iniciar seus trabalhos dentro do prazo máximo de 15 (quinze) dias, caso contrário estará automaticamente extinta, salvo se o Plenário houver aprovado, em tempo hábil, prorrogação de seu prazo de funcionamento, a requerimento de membro da Comissão - só será admitido um pedido de prorrogação, não podendo o prazo ser superior àquele fixado originariamente para seu funcionamento ","93, §1; 97",,,
Comissão,Parlamentar de Inquérito,tem competência para,"desenvolver seus trabalhos no período de recesso parlamentar, quando devidamente instalada, a critério de seus membros ","93, §2",,,
Comissão,Permanente,não pode,opinar sobre aspectos que não sejam de sua atribuição específica,48,,,
Comissão,Permanente,não pode,opinar sobre aspectos que não sejam de sua atribuição específica ,48,,,
Comissão,Permanente,deve,eleger seus Presidentes e Vices na forma do artigo 43 ,49,,,
Comissão,Permanente,deve,"eleger um novo Presidente se, por qualquer razão, o Presidente deixar de fazer parte da Comissão, ou renunciar à  presidência, observando-se o disposto no artigo 43 e seu §1º, salvo se faltarem menos de 3 (três) meses para o término da sessão legislativa, sendo, neste caso, substituído pelo Vice-Presidente",54,,,
Comissão,Permanente,deve,"reunir-se nas salas destinadas a esse fim, e com a presença da maioria de seus membros",58,,,
Comissão,Permanente,tem competência para,"convocar reuniões secretas - As reuniões das Comissões Permanentes serão públicas, salvo deliberação em contrário da maioria de seus membros",59,,,
Comissão,Permanente,deve,deliberar por maioria dos votos,62,,,
Comissão,Permanente,tem competência para,"solicitar ao Executivo, por intermédio do Presidente da Câmara, todas as informações julgadas necessárias, obedecendo-se ao eguinte: §1 - o pedido de informações dirigido ao Executivo suspende os prazos previstos no artigo 63, devendo o ofício ao executivo ser encaminhado, no máximo, em 2 (dois) dias úteis da requisição; §2 - Esta suspensão cessará ao cabo de 30 (trinta) dias corridos, contados da data em que for expedido o respectivo ofício, se o Executivo, dentro desse prazo, não tiver prestado as informações requisitadas; §3 - A remessa das informações, antes de decorridos os 30 (trinta) dias, dará continuidade à fluência do prazo suspenso. §4 - Além das informações prestadas, somente serão incluídos no processo sob exame da Comissão Permanente o parecer desta emanado, os votos em separado e as transcrições das audiências públicas realizadas",68,,,
Comissão,Permanente,tem competência para,"realizar reuniões conjuntas das Comissões, mediante comum acordo, nos casos de urgência justificada, para exame de proposições ou qualquer matéria a elas submetidas, facultando-se, neste caso, a apresentação de parecer conjunto, caso em que a presidência dos trabalhos caberá ao mais idoso dos Presidentes das Comissões reunidas",71,,,
Comissão,Permanente,tem competência para,"manifestar-se mais de uma vez sobre a mesma matéria, se o Plenário assim deliberar",72,,,
Comissão,Permanente,tem competência para,"discutir e votar proposições, inclusive projetos de lei, na forma do artigo 46, X, em razão de matéria de sua competência, excetuados os projetos: I - de iniciativa popular; II - de Comissão; III - em regime de urgência; IV - que cuidam de matérias previstas no artigo 105. O projeto de lei somente poderá ser discutido e votado depois de tramitar pelas Comissões Permanentes a que foi distribuído",81,,,
Comissão,Permanente,deve,"Discutir e votar duas vezes o mesmo projeto antes de aprová-lo definitivamente, além da redação final, com exceção dos que passíveis de serem votados conclusivamente pelas Comissões, bem como projetos de resolução e decreto-legislativo, que devem sofrer apenas uma discussão",242,,,
